spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,liked_at,name,artists,popularity,artist_id,genres
0ghq9ciZLPrFmlRCIUXgj0,0.765,0.713,0,-4.969,1,0.0378,0.174,0.00734,0.207,0.177,128.007,audio_features,spotify:track:0ghq9ciZLPrFmlRCIUXgj0,https://api.spotify.com/v1/tracks/0ghq9ciZLPrFmlRCIUXgj0,https://api.spotify.com/v1/audio-analysis/0ghq9ciZLPrFmlRCIUXgj0,195491,4,2020-10-06T19:43:11Z,Moby Dick,Jakey,54,3q1NKu1dVzFcBfxFos4kE3,[]
6zRBNkFmcNLgb3mOLmUK8i,0.615,0.812,9,-4.514,0,0.0325,0.000641,0.0046,0.122,0.4,99.997,audio_features,spotify:track:6zRBNkFmcNLgb3mOLmUK8i,https://api.spotify.com/v1/tracks/6zRBNkFmcNLgb3mOLmUK8i,https://api.spotify.com/v1/audio-analysis/6zRBNkFmcNLgb3mOLmUK8i,215500,4,2020-10-06T19:40:23Z,Summer Nights,"SIAMES,Barbie Williams",58,68NOjWuVYBRXzYwhel3jAl,['pop argentino']
3a99nVOjWIe2vWXmOEKEpX,0.665,0.768,0,-7.212,1,0.0943,0.0511,0.000551,0.0978,0.661,120.021,audio_features,spotify:track:3a99nVOjWIe2vWXmOEKEpX,https://api.spotify.com/v1/tracks/3a99nVOjWIe2vWXmOEKEpX,https://api.spotify.com/v1/audio-analysis/3a99nVOjWIe2vWXmOEKEpX,170510,4,2020-10-06T19:18:01Z,Blatant Plagiarism,GHOST DATA,48,042mLfOBpH8OoX8A6sUYhf,['future funk']
42TrdbXsmLybxUGJczYbrJ,0.631,0.94,2,-3.52,1,0.049,0.00464,0.000805,0.324,0.552,101.961,audio_features,spotify:track:42TrdbXsmLybxUGJczYbrJ,https://api.spotify.com/v1/tracks/42TrdbXsmLybxUGJczYbrJ,https://api.spotify.com/v1/audio-analysis/42TrdbXsmLybxUGJczYbrJ,248507,4,2020-10-03T22:17:03Z,Classic (feat. POWERS),"The Knocks,POWERS",55,2x7EATekOPhFGRx3syMGEC,"['alternative dance', 'indie poptimism', 'nu disco']"
3ue0xh3Qii1qGgPGiLYcSF,0.338,0.377,4,-8.513,1,0.0375,0.703,0.0014,0.108,0.0629,119.669,audio_features,spotify:track:3ue0xh3Qii1qGgPGiLYcSF,https://api.spotify.com/v1/tracks/3ue0xh3Qii1qGgPGiLYcSF,https://api.spotify.com/v1/audio-analysis/3ue0xh3Qii1qGgPGiLYcSF,387895,4,2020-09-22T14:33:19Z,Harpsinger,"Sakuraburst,Reeder,.Retnuh",9,4gW5XDeiXQJY7Lpdp8TXKv,['future bass']
6WY4wvlmgccWapnIg14Vy0,0.483,0.179,10,-17.525,0,0.0364,0.95,0.846,0.11,0.252,105.482,audio_features,spotify:track:6WY4wvlmgccWapnIg14Vy0,https://api.spotify.com/v1/tracks/6WY4wvlmgccWapnIg14Vy0,https://api.spotify.com/v1/audio-analysis/6WY4wvlmgccWapnIg14Vy0,286627,4,2020-09-19T22:38:16Z,Merry Christmas Mr. Lawrence,Ryuichi Sakamoto,50,1tcgfoMTT1szjUeaikxRjA,"['compositional ambient', 'japanese classical', 'japanese contemporary classical', 'japanese soundtrack']"
4n6z0yh2ZpoGh0RNyGVu52,0.465,0.714,11,-6.611,0,0.0317,0.00591,0.624,0.16,0.294,140.026,audio_features,spotify:track:4n6z0yh2ZpoGh0RNyGVu52,https://api.spotify.com/v1/tracks/4n6z0yh2ZpoGh0RNyGVu52,https://api.spotify.com/v1/audio-analysis/4n6z0yh2ZpoGh0RNyGVu52,260571,4,2020-09-19T15:17:44Z,One Day They'll Know (ODESZA Remix),Pretty Lights,55,4iVhFmG8YCCEHANGeUUS9q,"['glitch hop', 'jazztronica', 'livetronica']"
1gk3FhAV07q9Jg77UxnVjX,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,audio_features,spotify:track:1gk3FhAV07q9Jg77UxnVjX,https://api.spotify.com/v1/tracks/1gk3FhAV07q9Jg77UxnVjX,https://api.spotify.com/v1/audio-analysis/1gk3FhAV07q9Jg77UxnVjX,289307,4,2020-09-19T15:14:24Z,Gooey,Glass Animals,73,4yvcSjfu4PC0CYQyLy4wSq,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
0Oqc0kKFsQ6MhFOLBNZIGX,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,audio_features,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,https://api.spotify.com/v1/tracks/0Oqc0kKFsQ6MhFOLBNZIGX,https://api.spotify.com/v1/audio-analysis/0Oqc0kKFsQ6MhFOLBNZIGX,202193,4,2020-09-19T15:10:34Z,Doin' Time,Lana Del Rey,86,00FQb4jTyendYWaN8pK0wa,"['art pop', 'pop']"
7brQHA2CgQpcMBiOlfiXYb,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,audio_features,spotify:track:7brQHA2CgQpcMBiOlfiXYb,https://api.spotify.com/v1/tracks/7brQHA2CgQpcMBiOlfiXYb,https://api.spotify.com/v1/audio-analysis/7brQHA2CgQpcMBiOlfiXYb,251187,4,2020-09-19T15:00:09Z,Afraid,The Neighbourhood,78,77SW9BnxLY8rJ0RciFqkHh,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']"
661c0RssF9QbkyBoqcwGRx,0.744,0.871,1,-3.105,1,0.276,0.452,0.0,0.105,0.624,90.083,audio_features,spotify:track:661c0RssF9QbkyBoqcwGRx,https://api.spotify.com/v1/tracks/661c0RssF9QbkyBoqcwGRx,https://api.spotify.com/v1/audio-analysis/661c0RssF9QbkyBoqcwGRx,257833,4,2020-09-18T14:02:12Z,Sprague Street,"Kipp Stone,Mick Jenkins",0,3KSsoLvVR3TTJpzRReIs3X,['ohio hip hop']
2obblQ6tcePeOEVJV6nEGD,0.489,0.578,10,-9.766,1,0.0418,0.234,0.0,0.123,0.511,78.111,audio_features,spotify:track:2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/tracks/2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/audio-analysis/2obblQ6tcePeOEVJV6nEGD,222951,4,2020-09-15T23:15:45Z,Cat's in the Cradle,Harry Chapin,70,42q4Ivs7tAiCZ5C7eG5q4c,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
4VuKGQiCzE5BdSdvp6Hjoh,0.568,0.367,7,-8.15,1,0.0318,0.768,0.0,0.279,0.41,121.074,audio_features,spotify:track:4VuKGQiCzE5BdSdvp6Hjoh,https://api.spotify.com/v1/tracks/4VuKGQiCzE5BdSdvp6Hjoh,https://api.spotify.com/v1/audio-analysis/4VuKGQiCzE5BdSdvp6Hjoh,320267,4,2020-09-15T23:14:04Z,Simple Man - Acoustic,Shinedown,64,70BYFdaZbEKbeauJ670ysI,"['alternative metal', 'nu metal', 'post-grunge']"
6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,audio_features,spotify:track:6zeE5tKyr8Nu882DQhhSQI,https://api.spotify.com/v1/tracks/6zeE5tKyr8Nu882DQhhSQI,https://api.spotify.com/v1/audio-analysis/6zeE5tKyr8Nu882DQhhSQI,206267,4,2020-09-15T23:11:56Z,Dust in the Wind,Kansas,82,2hl0xAkS2AIRAu23TVMBG1,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']"
7BY005dacJkbO6EPiOh2wb,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,audio_features,spotify:track:7BY005dacJkbO6EPiOh2wb,https://api.spotify.com/v1/tracks/7BY005dacJkbO6EPiOh2wb,https://api.spotify.com/v1/audio-analysis/7BY005dacJkbO6EPiOh2wb,271280,3,2020-09-15T23:07:56Z,House Of The Rising Sun,The Animals,75,3ICflSq6ZgYAIrm2CTkfVP,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock']"
1YYhDizHx7PnDhAhko6cDS,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,audio_features,spotify:track:1YYhDizHx7PnDhAhko6cDS,https://api.spotify.com/v1/tracks/1YYhDizHx7PnDhAhko6cDS,https://api.spotify.com/v1/audio-analysis/1YYhDizHx7PnDhAhko6cDS,190160,4,2020-09-15T23:05:05Z,"Take Me Home, Country Roads - Original Version",John Denver,77,7EK1bQADBoqbYXnT4Cqv9w,"['classic country pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
561F1zqRwGPCTMRsLsXVtL,0.544,0.265,2,-11.952,1,0.035,0.848,0.0,0.196,0.7,133.837,audio_features,spotify:track:561F1zqRwGPCTMRsLsXVtL,https://api.spotify.com/v1/tracks/561F1zqRwGPCTMRsLsXVtL,https://api.spotify.com/v1/audio-analysis/561F1zqRwGPCTMRsLsXVtL,146176,3,2020-09-15T23:03:39Z,Time in a Bottle,Jim Croce,77,1R6Hx1tJ2VOUyodEpC12xM,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
1D1nixOVWOxvNfWi0UD7VX,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,audio_features,spotify:track:1D1nixOVWOxvNfWi0UD7VX,https://api.spotify.com/v1/tracks/1D1nixOVWOxvNfWi0UD7VX,https://api.spotify.com/v1/audio-analysis/1D1nixOVWOxvNfWi0UD7VX,259333,4,2020-09-15T11:21:17Z,Unwritten,Natasha Bedingfield,1,7o95ZoZt5ZYn31e9z1Hc0a,"['dance pop', 'pop', 'post-teen pop']"
4OSbctVD37ycS0H3rwRm72,0.2,0.977,3,-3.494,0,0.159,0.00165,1.1e-05,0.259,0.39,195.711,audio_features,spotify:track:4OSbctVD37ycS0H3rwRm72,https://api.spotify.com/v1/tracks/4OSbctVD37ycS0H3rwRm72,https://api.spotify.com/v1/audio-analysis/4OSbctVD37ycS0H3rwRm72,199387,4,2020-09-14T14:23:45Z,Prayer Of The Refugee,Rise Against,72,6Wr3hh341P84m3EI8qdn9O,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']"
4azPf8sQcePdMhF1qoZd8j,0.869,0.546,0,-9.007,0,0.0673,0.172,0.00153,0.218,0.575,123.985,audio_features,spotify:track:4azPf8sQcePdMhF1qoZd8j,https://api.spotify.com/v1/tracks/4azPf8sQcePdMhF1qoZd8j,https://api.spotify.com/v1/audio-analysis/4azPf8sQcePdMhF1qoZd8j,240000,4,2020-09-11T14:16:54Z,Imagine,"Revolutionary Rhythm,Kid Abstrakt,Predominance,DJ Million Faces",16,5d0FKWSfoD6MNcoevKzaV4,['jazz rap']
73fWQiyzMgx6UxdjJoaqz5,0.7,0.492,1,-7.92,1,0.0642,0.477,0.0847,0.143,0.211,96.049,audio_features,spotify:track:73fWQiyzMgx6UxdjJoaqz5,https://api.spotify.com/v1/tracks/73fWQiyzMgx6UxdjJoaqz5,https://api.spotify.com/v1/audio-analysis/73fWQiyzMgx6UxdjJoaqz5,205166,4,2020-09-08T15:29:29Z,Summer Rains,"Memorecks,ぷにぷに電機",42,4BxJYbvCLVAO73rMZ6yTKJ,['vapor twitch']
0E0bXojYqy5UwqjscNSPvc,0.572,0.643,6,-4.894,0,0.0424,0.331,0.0,0.0594,0.387,125.906,audio_features,spotify:track:0E0bXojYqy5UwqjscNSPvc,https://api.spotify.com/v1/tracks/0E0bXojYqy5UwqjscNSPvc,https://api.spotify.com/v1/audio-analysis/0E0bXojYqy5UwqjscNSPvc,205714,4,2020-09-04T09:21:35Z,Craving,"ARTY,Audien,Ellee Duke",48,1rSGNXhhYuWoq9BEz5DZGO,"['big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm']"
6gtNiLJNLBcV0P6Juenstp,0.64,0.548,7,-6.965,1,0.147,0.543,3.1e-06,0.303,0.181,148.077,audio_features,spotify:track:6gtNiLJNLBcV0P6Juenstp,https://api.spotify.com/v1/tracks/6gtNiLJNLBcV0P6Juenstp,https://api.spotify.com/v1/audio-analysis/6gtNiLJNLBcV0P6Juenstp,212495,4,2020-09-02T13:28:15Z,Biking (Solo),Frank Ocean,63,2h93pZq0e7k5yf4dywlkpM,"['lgbtq+ hip hop', 'neo soul']"
33w7LgNJIuhs5dhSYZ0do1,0.473,0.431,2,-8.172,1,0.0305,0.493,0.0,0.0752,0.283,143.862,audio_features,spotify:track:33w7LgNJIuhs5dhSYZ0do1,https://api.spotify.com/v1/tracks/33w7LgNJIuhs5dhSYZ0do1,https://api.spotify.com/v1/audio-analysis/33w7LgNJIuhs5dhSYZ0do1,255013,4,2020-09-01T18:48:02Z,Departures 〜あなたにおくるアイの歌〜,EGOIST,2,0k7JZhYS35IewiKNHW7KMj,"['anime', 'anime rock', 'j-pixie']"
0UuMRmKDZSuSlUbTg5F3MG,0.395,0.894,5,-6.184,0,0.114,0.211,0.0498,0.147,0.31,167.05,audio_features,spotify:track:0UuMRmKDZSuSlUbTg5F3MG,https://api.spotify.com/v1/tracks/0UuMRmKDZSuSlUbTg5F3MG,https://api.spotify.com/v1/audio-analysis/0UuMRmKDZSuSlUbTg5F3MG,293620,4,2020-09-01T18:37:20Z,inner universe,Origa,49,08pXfHf1e4hLeDz1BgmOqL,[]
4adT64TTEDpAelfTGZOEW2,0.851,0.63,0,-4.227,1,0.0394,0.33,0.000109,0.116,0.322,141.976,audio_features,spotify:track:4adT64TTEDpAelfTGZOEW2,https://api.spotify.com/v1/tracks/4adT64TTEDpAelfTGZOEW2,https://api.spotify.com/v1/audio-analysis/4adT64TTEDpAelfTGZOEW2,152113,4,2020-09-01T16:32:35Z,wash your hands,"sad alex,Richard Orofino",0,3i8iJVU0mtgzbZsuF1AoJ3,['modern indie pop']
7as2G7f005jH4jNMI4UX8A,0.638,0.678,2,-4.297,1,0.0679,0.00746,0.000313,0.339,0.648,155.939,audio_features,spotify:track:7as2G7f005jH4jNMI4UX8A,https://api.spotify.com/v1/tracks/7as2G7f005jH4jNMI4UX8A,https://api.spotify.com/v1/audio-analysis/7as2G7f005jH4jNMI4UX8A,194615,4,2020-09-01T14:11:17Z,new heartbreak,sad alex,0,3i8iJVU0mtgzbZsuF1AoJ3,['modern indie pop']
4q1CzvV8ouZgCHCOAnar3m,0.61,0.841,11,-5.969,0,0.0303,0.021,0.00516,0.272,0.66,135.019,audio_features,spotify:track:4q1CzvV8ouZgCHCOAnar3m,https://api.spotify.com/v1/tracks/4q1CzvV8ouZgCHCOAnar3m,https://api.spotify.com/v1/audio-analysis/4q1CzvV8ouZgCHCOAnar3m,218667,4,2020-08-31T22:35:41Z,残照,"ぷにぷに電機,80KIDZ",30,0vroxhoPPl0k04dqKWYHZK,"['japanese r&b', 'japanese soul']"
1o9fElghlW9B6v69LPUNwZ,0.465,0.861,8,-4.187,0,0.0462,0.0258,0.000575,0.128,0.457,150.061,audio_features,spotify:track:1o9fElghlW9B6v69LPUNwZ,https://api.spotify.com/v1/tracks/1o9fElghlW9B6v69LPUNwZ,https://api.spotify.com/v1/audio-analysis/1o9fElghlW9B6v69LPUNwZ,294400,4,2020-08-27T12:51:31Z,Foundations feat. Adara - Original Mix,MitiS,40,16yUpGkBRgc2eDMd3bB3Uw,"['chillstep', 'complextro', 'filthstep', 'melodic dubstep', 'pop edm']"
3PP9CXeE0PYaM5GIGQqBIV,0.572,0.57,4,-6.99,0,0.0251,0.0436,0.0585,0.122,0.279,104.982,audio_features,spotify:track:3PP9CXeE0PYaM5GIGQqBIV,https://api.spotify.com/v1/tracks/3PP9CXeE0PYaM5GIGQqBIV,https://api.spotify.com/v1/audio-analysis/3PP9CXeE0PYaM5GIGQqBIV,218000,4,2020-08-25T16:46:53Z,Moon Rider (feat. Wrabel),"Jai Wolf,Wrabel",55,24V5UY0nChKpnb1TBPJhCw,['electropop']
6bRa4q8ljwrmSQo8k8xHXE,0.54,0.812,6,-5.601,1,0.0423,0.0823,0.00272,0.366,0.351,87.988,audio_features,spotify:track:6bRa4q8ljwrmSQo8k8xHXE,https://api.spotify.com/v1/tracks/6bRa4q8ljwrmSQo8k8xHXE,https://api.spotify.com/v1/audio-analysis/6bRa4q8ljwrmSQo8k8xHXE,184064,4,2020-08-24T22:42:14Z,Vacuum,Elohim,0,6wKxOKEA3K6R2UZ3COLXEY,"['electropop', 'indie poptimism', 'indietronica', 'la pop']"
451GvHwY99NKV4zdKPRWmv,0.816,0.375,7,-8.053,1,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,audio_features,spotify:track:451GvHwY99NKV4zdKPRWmv,https://api.spotify.com/v1/tracks/451GvHwY99NKV4zdKPRWmv,https://api.spotify.com/v1/audio-analysis/451GvHwY99NKV4zdKPRWmv,191907,4,2020-08-22T20:44:12Z,Banana Pancakes,Jack Johnson,74,3GBPw9NK25X1Wt2OUvOwY3,['neo mellow']
6GrrkiCRO3HYdgRpO4eKEL,0.477,0.426,6,-6.961,1,0.043,0.544,0.0,0.0903,0.789,184.866,audio_features,spotify:track:6GrrkiCRO3HYdgRpO4eKEL,https://api.spotify.com/v1/tracks/6GrrkiCRO3HYdgRpO4eKEL,https://api.spotify.com/v1/audio-analysis/6GrrkiCRO3HYdgRpO4eKEL,200067,3,2020-08-22T17:26:32Z,Swing Life Away,Rise Against,62,6Wr3hh341P84m3EI8qdn9O,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']"
7nnWIPM5hwE3DaUBkvOIpy,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,audio_features,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,https://api.spotify.com/v1/tracks/7nnWIPM5hwE3DaUBkvOIpy,https://api.spotify.com/v1/audio-analysis/7nnWIPM5hwE3DaUBkvOIpy,232453,4,2020-08-22T17:12:01Z,Drive,Incubus,80,3YcBF2ttyueytpXtEzn1Za,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']"
1Up4RdOBpChNDytatxKDXP,0.533,0.802,4,-4.212,1,0.0384,0.001,0.0,0.314,0.293,106.969,audio_features,spotify:track:1Up4RdOBpChNDytatxKDXP,https://api.spotify.com/v1/tracks/1Up4RdOBpChNDytatxKDXP,https://api.spotify.com/v1/audio-analysis/1Up4RdOBpChNDytatxKDXP,258267,4,2020-08-22T17:10:12Z,The Best Of Me,The Starting Line,62,3E3xrZtBU5ORqcmX78v5YZ,"['emo', 'neon pop punk', 'philly indie', 'pop punk', 'screamo']"
4IlfTweoPs0j1t1LtwEzlt,0.373,0.272,0,-10.526,1,0.0316,0.855,0.000223,0.113,0.142,124.906,audio_features,spotify:track:4IlfTweoPs0j1t1LtwEzlt,https://api.spotify.com/v1/tracks/4IlfTweoPs0j1t1LtwEzlt,https://api.spotify.com/v1/audio-analysis/4IlfTweoPs0j1t1LtwEzlt,251520,4,2020-08-21T13:40:38Z,Bloom,"Dabin,Dia Frampton",33,7lZauDnRoAC3kmaYae2opv,"['canadian electronic', 'melodic dubstep', 'pop edm']"
7u9l5Xnkx5qoBtssirWVZM,0.341,0.258,9,-10.288,1,0.0333,0.848,3.79e-05,0.0859,0.188,139.661,audio_features,spotify:track:7u9l5Xnkx5qoBtssirWVZM,https://api.spotify.com/v1/tracks/7u9l5Xnkx5qoBtssirWVZM,https://api.spotify.com/v1/audio-analysis/7u9l5Xnkx5qoBtssirWVZM,350000,4,2020-08-19T17:55:57Z,Alive,"Dabin,RUNN",27,7lZauDnRoAC3kmaYae2opv,"['canadian electronic', 'melodic dubstep', 'pop edm']"
0mNPd2EKh1fX8F7kNeZESz,0.31,0.314,5,-10.075,0,0.0292,0.803,0.0,0.162,0.2,149.767,audio_features,spotify:track:0mNPd2EKh1fX8F7kNeZESz,https://api.spotify.com/v1/tracks/0mNPd2EKh1fX8F7kNeZESz,https://api.spotify.com/v1/audio-analysis/0mNPd2EKh1fX8F7kNeZESz,270000,3,2020-08-19T17:50:00Z,Home,"Dabin,Essenger",32,7lZauDnRoAC3kmaYae2opv,"['canadian electronic', 'melodic dubstep', 'pop edm']"
3PLe07aq1Xfxe1APp0tjSo,0.498,0.32,5,-9.368,0,0.0262,0.773,0.0418,0.103,0.196,85.432,audio_features,spotify:track:3PLe07aq1Xfxe1APp0tjSo,https://api.spotify.com/v1/tracks/3PLe07aq1Xfxe1APp0tjSo,https://api.spotify.com/v1/audio-analysis/3PLe07aq1Xfxe1APp0tjSo,244211,4,2020-08-19T17:44:17Z,In Flames,"Dabin,Lexi Norton",31,7lZauDnRoAC3kmaYae2opv,"['canadian electronic', 'melodic dubstep', 'pop edm']"
7vdv0eDg178o0uUtGvRfm8,0.795,0.528,11,-6.19,0,0.251,0.194,0.000185,0.113,0.212,126.025,audio_features,spotify:track:7vdv0eDg178o0uUtGvRfm8,https://api.spotify.com/v1/tracks/7vdv0eDg178o0uUtGvRfm8,https://api.spotify.com/v1/audio-analysis/7vdv0eDg178o0uUtGvRfm8,218276,4,2020-08-17T14:23:24Z,MARMALADE,"Donte Thomas,Ki$",35,53F7MNlYur7XEV75tY3Yor,['portland hip hop']
0vtJ9Dq53hfXE3KyP1yPni,0.688,0.489,0,-7.848,1,0.0378,0.00053,0.00292,0.143,0.364,94.27,audio_features,spotify:track:0vtJ9Dq53hfXE3KyP1yPni,https://api.spotify.com/v1/tracks/0vtJ9Dq53hfXE3KyP1yPni,https://api.spotify.com/v1/audio-analysis/0vtJ9Dq53hfXE3KyP1yPni,183000,4,2020-08-16T12:58:25Z,40oz. To Freedom,Sublime,64,0EdvGhlC1FkGItLOWQzG4J,"['rap rock', 'reggae fusion', 'ska mexicano', 'ska punk']"
3pXFuvhvdNOkZYUT4StBVj,0.756,0.367,1,-10.492,0,0.0586,0.0608,2.29e-05,0.0813,0.651,76.002,audio_features,spotify:track:3pXFuvhvdNOkZYUT4StBVj,https://api.spotify.com/v1/tracks/3pXFuvhvdNOkZYUT4StBVj,https://api.spotify.com/v1/audio-analysis/3pXFuvhvdNOkZYUT4StBVj,247893,4,2020-08-16T12:57:13Z,Use Me,Pepper,36,1YK8JdPbiaMSnf4hrlBkGT,"['reggae fusion', 'reggae rock']"
0uI7yAKUf52Cn7y3sYyjiX,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,audio_features,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,https://api.spotify.com/v1/tracks/0uI7yAKUf52Cn7y3sYyjiX,https://api.spotify.com/v1/audio-analysis/0uI7yAKUf52Cn7y3sYyjiX,177667,4,2020-08-15T15:59:58Z,3 Nights,Dominic Fike,76,6USv9qhCn6zfxlBQIYJ9qs,"['alternative pop rock', 'pov: indie']"
7zTTDkkLkJ2iHAqq1daDCr,0.689,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.864,86.998,audio_features,spotify:track:7zTTDkkLkJ2iHAqq1daDCr,https://api.spotify.com/v1/tracks/7zTTDkkLkJ2iHAqq1daDCr,https://api.spotify.com/v1/audio-analysis/7zTTDkkLkJ2iHAqq1daDCr,226006,4,2020-08-15T15:56:13Z,OUTTA MY MIND,Monsune,64,6NgYKD0TKGjwtRFqTyyqKF,['bedroom pop']
4ja2gzrNh9VNigzoXfmbwD,0.676,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011,audio_features,spotify:track:4ja2gzrNh9VNigzoXfmbwD,https://api.spotify.com/v1/tracks/4ja2gzrNh9VNigzoXfmbwD,https://api.spotify.com/v1/audio-analysis/4ja2gzrNh9VNigzoXfmbwD,210000,4,2020-08-14T17:00:58Z,Mariposa,Peach Tree Rascals,73,0imE3buPhAowREqCrr4CYe,['pov: indie']
3IPBftcOHWxzLFyH5svvnY,0.623,0.73,0,-6.851,1,0.124,0.174,0.0,0.0684,0.549,78.056,audio_features,spotify:track:3IPBftcOHWxzLFyH5svvnY,https://api.spotify.com/v1/tracks/3IPBftcOHWxzLFyH5svvnY,https://api.spotify.com/v1/audio-analysis/3IPBftcOHWxzLFyH5svvnY,226154,4,2020-08-14T16:51:01Z,Sweet (feat. Landon Sears),"Bren Joy,Landon Sears",57,4vZ5UD5pIliRPSdHHj9EUp,"['chill r&b', 'indie r&b']"
4aHrviUXxabPdIgWxdYQLt,0.729,0.526,8,-7.241,1,0.0986,0.229,4.56e-05,0.309,0.786,110.02,audio_features,spotify:track:4aHrviUXxabPdIgWxdYQLt,https://api.spotify.com/v1/tracks/4aHrviUXxabPdIgWxdYQLt,https://api.spotify.com/v1/audio-analysis/4aHrviUXxabPdIgWxdYQLt,176481,4,2020-08-14T16:39:49Z,Butterflies,Fiji Blue,1,1e7K8jD3wRuQfnwDAOeGqe,['chill pop']
5iGV0NmZl6EbBZneq02hWT,0.732,0.577,6,-6.9,1,0.197,0.361,0.0,0.0777,0.353,171.951,audio_features,spotify:track:5iGV0NmZl6EbBZneq02hWT,https://api.spotify.com/v1/tracks/5iGV0NmZl6EbBZneq02hWT,https://api.spotify.com/v1/audio-analysis/5iGV0NmZl6EbBZneq02hWT,203721,4,2020-08-13T17:56:51Z,switch up,marcos g,0,3O2UFvuhmgSDH3q6miqELN,['chill r&b']
52VXLQTSzgIGjwFMx3ty3U,0.827,0.815,11,-9.536,0,0.156,0.387,0.721,0.0926,0.188,139.994,audio_features,spotify:track:52VXLQTSzgIGjwFMx3ty3U,https://api.spotify.com/v1/tracks/52VXLQTSzgIGjwFMx3ty3U,https://api.spotify.com/v1/audio-analysis/52VXLQTSzgIGjwFMx3ty3U,219216,4,2020-08-13T17:03:04Z,Can you,박혜진 Park Hye Jin,29,6niigcazB2JPcpasZfZvq1,['korean dream pop']
3Ukb1tpAsQOdUSVKAW94Cj,0.473,0.862,8,-4.156,1,0.0803,0.0798,3.87e-06,0.111,0.233,150.031,audio_features,spotify:track:3Ukb1tpAsQOdUSVKAW94Cj,https://api.spotify.com/v1/tracks/3Ukb1tpAsQOdUSVKAW94Cj,https://api.spotify.com/v1/audio-analysis/3Ukb1tpAsQOdUSVKAW94Cj,192726,4,2020-08-13T14:07:36Z,High Like This,"Adventure Club,Squired,Dia Frampton",45,5CdJjUi9f0cVgo9nFuJrFa,"['brostep', 'canadian electronic', 'complextro', 'edm', 'electro house', 'filthstep', 'pop dance']"
2M0PF3WQt38vwoKjay5Ioh,0.523,0.582,6,-5.69,1,0.0854,0.234,0.0,0.211,0.206,157.915,audio_features,spotify:track:2M0PF3WQt38vwoKjay5Ioh,https://api.spotify.com/v1/tracks/2M0PF3WQt38vwoKjay5Ioh,https://api.spotify.com/v1/audio-analysis/2M0PF3WQt38vwoKjay5Ioh,186512,4,2020-08-10T16:30:18Z,Chameleon,"Grey,Asia",24,4lDBihdpMlOalxy1jkUbPl,[]
6SEolIp22t0DzeBfCBo3hr,0.41,0.169,3,-11.422,1,0.0485,0.847,0.00327,0.117,0.208,89.494,audio_features,spotify:track:6SEolIp22t0DzeBfCBo3hr,https://api.spotify.com/v1/tracks/6SEolIp22t0DzeBfCBo3hr,https://api.spotify.com/v1/audio-analysis/6SEolIp22t0DzeBfCBo3hr,311837,4,2020-08-05T19:30:57Z,Vibin' Out,"FKJ,((( O )))",66,2FwDTncULUnmANIh7qKa5z,"['filter house', 'indie soul']"
